0,1,2,3,4,5,6
cereal,toothpaste,,,,,
juice,cereal,,,,,
juice,salt,milk,tea,toothpaste,soap,coffee
shampoo,cookies,,,,,
potatoes,bananas,apples,rice,cereal,onions,
onions,bread,toothpaste,cereal,rice,cookies,
juice,chocolate,salt,cereal,,,
bananas,beef,,,,,
cheese,rice,chocolate,apples,sugar,coffee,shampoo
pasta,shampoo,juice,,,,
shampoo,milk,yogurt,bread,pepper,,
shampoo,pepper,tea,chocolate,milk,cereal,juice
sugar,salt,apples,coffee,potatoes,rice,cookies
chicken,rice,sugar,flour,eggs,,
coffee,bread,eggs,,,,
shampoo,rice,oil,eggs,chocolate,tea,pepper
cereal,onions,tea,,,,
oil,butter,onions,juice,,,
flour,carrots,bananas,chocolate,tomatoes,oil,soap
juice,yogurt,pasta,pepper,beef,cereal,
coffee,carrots,pepper,toothpaste,salt,apples,
bread,eggs,shampoo,onions,butter,chocolate,
bread,coffee,,,,,
pasta,carrots,,,,,
potatoes,pepper,,,,,
bread,tea,cookies,,,,
onions,milk,,,,,
beef,eggs,butter,,,,
milk,oil,bread,flour,chicken,tea,onions
sugar,toothpaste,bananas,cookies,carrots,,
yogurt,coffee,pepper,milk,toothpaste,sugar,flour
salt,onions,cookies,apples,chocolate,rice,
bread,oil,yogurt,,,,
bread,coffee,eggs,tomatoes,pasta,,
tomatoes,potatoes,butter,pepper,soap,salt,
bananas,flour,apples,tea,,,
beef,cheese,chocolate,rice,,,
toothpaste,yogurt,onions,milk,,,
tea,cheese,beef,potatoes,bread,apples,shampoo
soap,flour,,,,,
pasta,oil,sugar,bananas,flour,,
milk,bananas,flour,soap,apples,cookies,beef
chocolate,yogurt,coffee,apples,,,
flour,bread,,,,,
cheese,eggs,potatoes,pepper,chicken,yogurt,rice
milk,sugar,butter,juice,,,
tea,cheese,,,,,
bananas,flour,rice,,,,
soap,coffee,rice,yogurt,onions,tomatoes,pasta
cereal,bananas,pasta,apples,yogurt,chocolate,
apples,shampoo,,,,,
tea,pepper,sugar,beef,cereal,tomatoes,
salt,tea,bread,cheese,apples,chocolate,coffee
cereal,salt,chicken,eggs,apples,rice,toothpaste
milk,cheese,eggs,cereal,bananas,cookies,
beef,flour,salt,eggs,soap,apples,
coffee,juice,,,,,
salt,cookies,eggs,cheese,tea,,
pepper,eggs,carrots,apples,bread,potatoes,
bananas,eggs,cheese,pepper,tea,butter,
shampoo,juice,,,,,
rice,eggs,apples,salt,,,
oil,chicken,flour,,,,
toothpaste,cookies,juice,oil,,,
salt,bread,chicken,,,,
juice,cheese,yogurt,apples,salt,cereal,chicken
pasta,bananas,,,,,
toothpaste,shampoo,chicken,sugar,,,
yogurt,tomatoes,,,,,
carrots,yogurt,bread,chicken,apples,toothpaste,beef
flour,beef,,,,,
pasta,apples,eggs,,,,
bananas,cheese,tomatoes,shampoo,tea,,
cereal,tea,milk,chicken,soap,beef,apples
yogurt,bananas,milk,,,,
bread,tea,apples,rice,eggs,beef,
cookies,tomatoes,shampoo,toothpaste,,,
carrots,shampoo,,,,,
tomatoes,chocolate,sugar,cheese,pasta,cookies,milk
rice,bananas,,,,,
pasta,bread,,,,,
cookies,tea,chicken,,,,
bread,soap,,,,,
pasta,bananas,milk,tea,,,
apples,soap,milk,,,,
sugar,pepper,butter,salt,,,
soap,oil,eggs,beef,chicken,,
pasta,yogurt,onions,toothpaste,salt,,
apples,cookies,potatoes,rice,bread,,
beef,coffee,juice,bread,,,
flour,beef,,,,,
shampoo,beef,,,,,
toothpaste,sugar,pepper,,,,
cereal,bread,,,,,
tomatoes,beef,cookies,rice,,,
tomatoes,sugar,shampoo,oil,pepper,,
tea,chocolate,onions,chicken,tomatoes,eggs,potatoes
sugar,beef,tomatoes,flour,tea,carrots,
soap,shampoo,butter,cereal,flour,cheese,cookies
pepper,butter,,,,,
pasta,rice,oil,cookies,tea,yogurt,
chicken,butter,sugar,coffee,cookies,cereal,bananas
chicken,yogurt,soap,coffee,bananas,sugar,tea
juice,tea,shampoo,bread,,,
cheese,carrots,bread,,,,
tomatoes,milk,beef,apples,yogurt,,
cereal,pepper,bananas,butter,yogurt,apples,
cereal,shampoo,sugar,rice,,,
beef,toothpaste,flour,shampoo,salt,bananas,
flour,chocolate,,,,,
toothpaste,juice,,,,,
chicken,onions,,,,,
tomatoes,bread,,,,,
chocolate,cereal,salt,cheese,pepper,,
beef,oil,toothpaste,,,,
tea,carrots,tomatoes,,,,
oil,milk,tea,chicken,apples,rice,
chicken,pepper,,,,,
pepper,toothpaste,beef,carrots,cereal,,
pasta,soap,chicken,tea,,,
pasta,bananas,sugar,toothpaste,,,
cookies,pasta,onions,tomatoes,pepper,tea,yogurt
onions,tea,,,,,
chicken,tea,carrots,milk,cookies,,
flour,shampoo,,,,,
sugar,apples,carrots,potatoes,,,
potatoes,toothpaste,yogurt,chicken,juice,tea,carrots
juice,milk,yogurt,salt,,,
shampoo,chicken,milk,flour,apples,carrots,yogurt
tomatoes,pasta,soap,chocolate,bread,,
pasta,flour,apples,,,,
pepper,toothpaste,bread,bananas,potatoes,tomatoes,eggs
salt,bananas,cheese,toothpaste,,,
cheese,milk,shampoo,chicken,toothpaste,,
coffee,eggs,shampoo,,,,
onions,yogurt,toothpaste,pasta,cereal,,
salt,onions,oil,eggs,,,
pasta,cookies,,,,,
cookies,chocolate,shampoo,tomatoes,rice,toothpaste,soap
bread,pasta,,,,,
apples,cereal,cheese,chicken,,,
juice,salt,onions,chocolate,bananas,milk,cookies
pepper,tea,chocolate,juice,salt,eggs,
chocolate,pasta,cheese,,,,
tea,toothpaste,onions,,,,
chicken,pasta,beef,shampoo,pepper,bananas,apples
carrots,salt,eggs,rice,yogurt,cheese,
potatoes,pasta,juice,milk,cheese,,
chicken,sugar,carrots,bread,,,
coffee,carrots,cheese,bread,,,
pasta,oil,eggs,yogurt,bread,,
pepper,pasta,toothpaste,juice,bananas,carrots,butter
coffee,butter,shampoo,,,,
bread,pasta,butter,chocolate,milk,oil,
toothpaste,bananas,butter,juice,tea,cereal,
coffee,bread,flour,shampoo,pasta,eggs,chocolate
cookies,chicken,,,,,
potatoes,rice,cereal,,,,
chicken,cheese,flour,milk,juice,,
oil,butter,tea,salt,pasta,pepper,rice
soap,apples,onions,rice,tomatoes,cookies,
yogurt,shampoo,toothpaste,juice,potatoes,,
beef,carrots,,,,,
beef,carrots,,,,,
pepper,onions,cheese,,,,
coffee,bread,chicken,,,,
sugar,salt,cheese,butter,,,
bananas,tea,yogurt,pepper,,,
pasta,tomatoes,potatoes,,,,
chocolate,milk,chicken,cheese,yogurt,,
carrots,bread,cheese,,,,
